Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19-147,2005,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Axel Witsel,be BEL,DF,Atlético Madrid,es La Liga,35-312,1989,5.9,2,0.34,1,0,1,0,0,0,2,0.34,1,0,1,0,0,0,Matches
Axel Tuanzebe,cd COD,DF,Ipswich Town,eng Premier League,27-005,1997,6.7,5,0.75,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Axel Gueguin,fr FRA,FW,Montpellier,fr Ligue 1,19-240,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26-253,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Axel Camblan,fr FRA,"MF,FW",Brest,fr Ligue 1,21-081,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aurélio Buta,pt POR,DF,Reims,fr Ligue 1,27-283,1997,6.8,11,1.62,6,3,0,2,0,0,3,0.44,2,1,0,0,0,0,Matches
Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,24-297,2000,9.4,16,1.71,16,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21-111,2003,0.8,2,2.54,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28-203,1996,8.0,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Augustine Boakye,gh GHA,"MF,FW",Saint-Étienne,fr Ligue 1,24-016,2000,3.0,13,4.30,8,0,3,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Atakan Karazor,,MF,Stuttgart,de Bundesliga,28-037,1996,7.8,14,1.79,11,1,0,1,1,0,2,0.26,1,0,0,1,0,0,Matches
Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,22-046,2002,1.4,3,2.09,3,0,0,0,0,0,1,0.70,1,0,0,0,0,0,Matches
Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,27-060,1997,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Assane Diao,es ESP,FW,Betis,es La Liga,19-073,2005,2.6,5,2.20,4,0,0,1,0,0,2,0.88,2,0,0,0,0,0,Matches
Assan Ouedraogo,de GER,MF,RB Leipzig,de Bundesliga,18-194,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Asier Villalibre,es ESP,FW,Alavés,es La Liga,27-050,1997,2.4,5,2.10,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Ashley Young,eng ENG,DF,Everton,eng Premier League,39-133,1985,8.7,23,2.64,18,3,0,0,1,1,5,0.57,4,0,0,0,0,1,Matches
Asher Agbinone,eng ENG,MF,Crystal Palace,eng Premier League,19-052,2005,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Arthur Vermeeren,be BEL,MF,RB Leipzig,de Bundesliga,19-286,2005,4.5,10,2.20,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,24-178,2000,8.6,11,1.28,6,1,0,1,2,1,0,0.00,0,0,0,0,0,0,Matches
Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30-226,1994,11.0,2,0.18,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,23-295,2001,3.7,2,0.53,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Arthur Atta,fr FRA,MF,Udinese,it Serie A,21-310,2003,0.3,1,2.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Arthur,br BRA,DF,Leverkusen,de Bundesliga,21-247,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27-151,1997,10.6,21,1.98,15,0,4,2,0,0,3,0.28,1,0,2,0,0,0,Matches
Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22-221,2002,5.8,7,1.22,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26-213,1998,8.1,15,1.85,9,1,1,2,2,0,3,0.37,1,1,0,1,0,0,Matches
Arne Maier,de GER,"MF,FW",Augsburg,de Bundesliga,25-316,1999,3.3,18,5.55,8,9,0,1,0,0,1,0.31,1,0,0,0,0,0,Matches
Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,21-072,2003,0.9,1,1.14,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,27-293,1997,2.2,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,27-293,1997,5.7,13,2.29,8,3,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Arnaud Nordin,fr FRA,FW,Montpellier,fr Ligue 1,26-155,1998,9.0,25,2.78,17,0,3,3,2,0,2,0.22,2,0,0,0,0,0,Matches
Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,22-304,2002,8.1,7,0.86,5,0,0,2,0,0,1,0.12,0,0,0,1,0,0,Matches
Arnau Martinez,es ESP,DF,Girona,es La Liga,21-208,2003,8.1,17,2.11,13,0,1,1,1,1,1,0.12,1,0,0,0,0,0,Matches
Armindo Sieb,de GER,"MF,FW",Mainz 05,de Bundesliga,21-276,2003,4.1,11,2.67,6,0,2,2,1,0,1,0.24,1,0,0,0,0,0,Matches
Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,22-227,2002,5.9,11,1.88,6,1,1,0,3,0,2,0.34,0,0,1,0,1,0,Matches
Armando Izzo,it ITA,DF,Monza,it Serie A,32-262,1992,10.6,6,0.57,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30-236,1994,3.1,4,1.31,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26-293,1998,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aristide Zossou,ci CIV,MF,Auxerre,fr Ligue 1,19-158,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Arijanet Muric,xk KVX,GK,Ipswich Town,eng Premier League,26-012,1998,10.0,1,0.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aridane Hernández,es ESP,DF,Rayo Vallecano,es La Liga,35-241,1989,1.3,1,0.79,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ardian Ismajli,al ALB,DF,Empoli,it Serie A,28-050,1996,12.0,2,0.17,1,1,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Arda Güler,tr TUR,"MF,FW",Real Madrid,es La Liga,19-268,2005,3.0,18,6.07,12,2,1,3,0,0,3,1.01,0,1,0,2,0,0,Matches
Archie Gray,eng ENG,"MF,DF",Tottenham,eng Premier League,18-252,2006,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Anuar,ma MAR,"FW,MF",Valladolid,es La Liga,29-309,1995,3.5,4,1.14,3,0,0,0,1,0,1,0.29,0,0,0,0,1,0,Matches
Antony,br BRA,FW,Manchester Utd,eng Premier League,24-269,2000,0.3,2,6.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Antoniu,es ESP,"MF,DF",Espanyol,es La Liga,22-075,2002,0.7,4,6.00,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Antonio Sivera,es ESP,GK,Alavés,es La Liga,28-100,1996,13.0,7,0.54,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Antonio Sánchez,es ESP,"DF,MF",Mallorca,es La Liga,27-323,1997,5.7,7,1.23,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Antonio Sanabria,py PAR,FW,Torino,it Serie A,28-260,1996,6.8,11,1.63,8,0,0,1,2,0,1,0.15,1,0,0,0,0,0,Matches
Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31-261,1993,11.1,9,0.81,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Antonio Raimondo,it ITA,"FW,DF",Venezia,it Serie A,20-246,2004,0.9,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,33-042,1991,13.0,10,0.77,8,1,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
Antonio Nusa,no NOR,"MF,DF",RB Leipzig,de Bundesliga,19-216,2005,6.7,18,2.69,15,0,1,0,2,0,2,0.30,2,0,0,0,0,0,Matches
Antonio Candela,it ITA,DF,Venezia,it Serie A,24-206,2000,8.3,13,1.56,10,1,1,0,0,1,1,0.12,1,0,0,0,0,0,Matches
Antonio Blanco,es ESP,MF,Alavés,es La Liga,24-119,2000,8.5,15,1.76,14,0,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
Antonino Gallo,it ITA,DF,Lecce,it Serie A,24-319,2000,10.4,29,2.79,21,6,1,0,1,0,1,0.10,1,0,0,0,0,0,Matches
Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,29-352,1994,0.6,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Antonee Robinson,us USA,DF,Fulham,eng Premier League,27-103,1997,11.0,23,2.09,22,0,1,0,0,0,3,0.27,3,0,0,0,0,0,Matches
Anton Stach,de GER,DF,Hoffenheim,de Bundesliga,26-004,1998,9.4,10,1.07,6,0,2,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24-317,2000,10.7,38,3.54,24,0,5,6,3,0,4,0.37,2,0,1,0,1,0,Matches
Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,20-176,2004,4.5,3,0.67,2,0,0,0,1,0,1,0.22,1,0,0,0,0,0,Matches
Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-124,1998,5.4,5,0.92,5,0,0,0,0,0,2,0.37,2,0,0,0,0,0,Matches
Antoine Joujou,fr FRA,"MF,FW",Le Havre,fr Ligue 1,21-252,2003,3.5,12,3.45,6,0,4,1,0,1,0,0.00,0,0,0,0,0,0,Matches
Antoine Hainaut,fr FRA,"DF,MF",Parma,it Serie A,22-275,2002,4.9,5,1.03,4,0,0,1,0,0,1,0.21,1,0,0,0,0,0,Matches
Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,33-243,1991,10.6,34,3.22,28,5,0,0,0,1,5,0.47,5,0,0,0,0,0,Matches
Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23-174,2001,5.9,3,0.51,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38-254,1986,7.5,14,1.86,14,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,33-016,1991,7.3,7,0.96,7,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,23-269,2001,9.4,39,4.15,25,5,5,1,3,0,2,0.21,1,0,0,0,1,0,Matches
Anthony Elanga,se SWE,FW,Nott'ham Forest,eng Premier League,22-206,2002,7.2,27,3.76,17,7,0,1,2,0,3,0.42,1,1,0,0,1,0,Matches
Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,27-141,1997,9.1,33,3.61,26,7,0,0,0,0,2,0.22,2,0,0,0,0,0,Matches
Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,31-059,1993,3.8,16,4.24,10,5,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Ante Budimir,hr CRO,FW,Osasuna,es La Liga,33-120,1991,10.3,19,1.84,11,0,1,4,3,0,4,0.39,1,0,0,0,3,0,Matches
Ansu Fati,es ESP,FW,Barcelona,es La Liga,22-019,2002,1.4,4,2.83,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,22-314,2002,4.7,12,2.55,6,0,2,1,2,1,4,0.85,1,0,1,1,0,1,Matches
Anrie Chase,jp JPN,DF,Stuttgart,de Bundesliga,20-240,2004,5.6,7,1.25,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23-229,2001,9.9,35,3.52,29,5,0,0,1,0,1,0.10,1,0,0,0,0,0,Matches
Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,28-091,1996,3.9,17,4.37,14,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Angeliño,es ESP,DF,Roma,it Serie A,27-320,1997,11.0,28,2.55,22,6,0,0,0,0,2,0.18,2,0,0,0,0,0,Matches
Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,24-080,2000,6.8,24,3.52,20,2,0,0,2,0,3,0.44,3,0,0,0,0,0,Matches
Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,29-255,1995,3.6,12,3.35,7,0,3,1,1,0,2,0.56,1,0,1,0,0,0,Matches
Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,21-025,2003,9.3,26,2.79,19,0,3,1,3,0,3,0.32,1,0,1,0,1,0,Matches
Andy Pelmard,fr FRA,DF,Lecce,it Serie A,24-252,2000,1.4,1,0.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andy Irving,sct SCO,MF,West Ham,eng Premier League,24-190,2000,0.3,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21-186,2003,9.6,27,2.81,21,0,3,2,1,0,1,0.10,1,0,0,0,0,0,Matches
Andu Kelati,de GER,MF,Holstein Kiel,de Bundesliga,22-098,2002,1.1,3,2.73,3,0,0,0,0,0,1,0.91,1,0,0,0,0,0,Matches
Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25-282,1999,3.0,1,0.33,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20-200,2004,9.7,19,1.95,13,0,1,1,1,3,2,0.21,0,0,0,0,1,1,Matches
Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30-253,1994,8.4,18,2.14,14,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33-153,1991,8.7,29,3.32,23,3,1,2,0,0,2,0.23,2,0,0,0,0,0,Matches
Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26-152,1998,9.9,26,2.63,17,2,4,3,0,0,2,0.20,0,0,0,2,0,0,Matches
Andreas Pereira,br BRA,MF,Fulham,eng Premier League,28-323,1996,9.3,57,6.15,30,23,0,2,2,0,2,0.22,1,0,0,0,1,0,Matches
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,27-307,1997,3.3,1,0.30,1,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,28-223,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andreas Albers,dk DEN,FW,St. Pauli,de Bundesliga,34-241,1990,0.4,2,4.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25-184,1999,9.9,18,1.81,12,1,0,3,2,0,1,0.10,1,0,0,0,0,0,Matches
Andrea Petagna,it ITA,FW,Monza,it Serie A,29-142,1995,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andrea Colpani,it ITA,"FW,MF",Fiorentina,it Serie A,25-192,1999,9.6,28,2.93,22,2,0,3,1,0,4,0.42,3,0,0,1,0,0,Matches
Andrea Carboni,it ITA,DF,Monza,it Serie A,23-289,2001,8.3,5,0.60,5,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
Andrea Cambiaso,it ITA,"DF,FW",Juventus,it Serie A,24-273,2000,11.0,41,3.72,31,4,2,1,1,2,4,0.36,3,0,0,1,0,0,Matches
Andrea Belotti,it ITA,FW,Como,it Serie A,30-335,1993,3.3,7,2.11,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,it Serie A,29-003,1995,12.0,24,2.00,21,0,1,1,0,1,2,0.17,2,0,0,0,0,0,Matches
André Silva,pt POR,"FW,MF",RB Leipzig,de Bundesliga,29-013,1995,0.5,2,4.19,2,0,0,0,0,0,1,2.09,1,0,0,0,0,0,Matches
André Onana,cm CMR,GK,Manchester Utd,eng Premier League,28-231,1996,11.0,4,0.36,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
André Gomes,pt POR,MF,Lille,fr Ligue 1,31-112,1993,4.0,9,2.28,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,34-338,1989,3.3,4,1.22,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
André,br BRA,MF,Wolves,eng Premier League,23-126,2001,4.0,7,1.74,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25-220,1999,5.0,6,1.21,4,0,0,1,1,0,1,0.20,1,0,0,0,0,0,Matches
Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,28-107,1996,3.1,5,1.62,5,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
Ander Herrera,es ESP,MF,Athletic Club,es La Liga,35-097,1989,2.9,10,3.49,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Ander Guevara,es ESP,MF,Alavés,es La Liga,27-135,1997,8.4,14,1.66,13,0,1,0,0,0,3,0.35,3,0,0,0,0,0,Matches
Ander Barrenetxea,es ESP,MF,Real Sociedad,es La Liga,22-328,2001,4.9,14,2.88,13,0,0,1,0,0,2,0.41,2,0,0,0,0,0,Matches
Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,25-109,1999,5.4,8,1.49,2,0,2,1,3,0,1,0.19,1,0,0,0,0,0,Matches
Anass Zaroury,ma MAR,"MF,FW",Lens,fr Ligue 1,24-012,2000,4.1,17,4.11,11,3,1,1,1,0,1,0.24,1,0,0,0,0,0,Matches
Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,26-307,1998,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30-269,1994,12.0,11,0.92,9,1,0,1,0,0,3,0.25,1,1,0,1,0,0,Matches
Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,22-300,2002,3.7,9,2.40,7,0,1,0,1,0,2,0.53,1,0,0,0,1,0,Matches
Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24-124,2000,2.3,6,2.62,3,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
Amine Harit,ma MAR,MF,Marseille,fr Ligue 1,27-154,1997,5.2,27,5.15,22,2,1,0,1,1,7,1.33,6,0,0,0,1,0,Matches
Amine Gouiri,dz ALG,"FW,MF",Rennes,fr Ligue 1,24-277,2000,7.4,15,2.04,8,0,5,2,0,0,2,0.27,1,0,1,0,0,0,Matches
Amine Adli,ma MAR,MF,Leverkusen,de Bundesliga,24-193,2000,2.3,11,4.83,5,0,2,1,3,0,0,0.00,0,0,0,0,0,0,Matches
Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23-253,2001,2.0,2,1.04,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,22-258,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28-126,1996,3.3,8,2.46,6,0,1,1,0,0,1,0.31,1,0,0,0,0,0,Matches
Amadou Onana,be BEL,MF,Aston Villa,eng Premier League,23-095,2001,7.8,13,1.66,8,1,0,4,0,0,2,0.26,1,0,0,1,0,0,Matches
Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19-189,2005,2.1,4,1.88,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,26-293,1998,6.4,14,2.19,13,0,0,1,0,0,2,0.31,2,0,0,0,0,0,Matches
Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,22-131,2002,5.4,27,5.04,21,3,1,1,1,0,2,0.37,2,0,0,0,0,0,Matches
Álvaro Tejero,es ESP,"MF,DF",Espanyol,es La Liga,28-122,1996,6.7,29,4.31,15,11,1,1,0,1,4,0.60,2,0,1,1,0,0,Matches
Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20-128,2004,2.2,4,1.84,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Álvaro Odriozola,es ESP,DF,Real Sociedad,es La Liga,28-341,1995,0.5,1,2.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,32-027,1992,5.9,11,1.86,8,0,0,1,1,1,1,0.17,0,0,0,1,0,0,Matches
Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,32-023,1992,7.0,37,5.24,31,0,1,1,3,1,1,0.14,1,0,0,0,0,0,Matches
Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26-220,1998,2.3,2,0.87,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,25-095,1999,3.8,8,2.07,3,0,1,1,3,0,1,0.26,0,0,0,0,1,0,Matches
Álvaro Aguado,es ESP,MF,Espanyol,es La Liga,28-202,1996,3.2,12,3.74,11,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,24-017,2000,8.2,31,3.79,27,0,2,1,1,0,4,0.49,3,0,0,1,0,0,Matches
Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31-266,1993,7.5,1,0.13,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alphadjo Cissè,it ITA,MF,Hellas Verona,it Serie A,18-028,2006,0.0,1,45.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Almugera Kabar,de GER,DF,Dortmund,de Bundesliga,18-166,2006,0.4,1,2.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Allan Nyom,cm CMR,"DF,FW",Getafe,es La Liga,36-193,1988,2.2,6,2.71,3,0,0,1,1,1,1,0.45,0,0,0,1,0,0,Matches
Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,20-109,2004,4.2,10,2.39,7,2,0,0,0,1,2,0.48,1,0,0,0,0,1,Matches
Alisson,br BRA,GK,Liverpool,eng Premier League,32-048,1992,5.9,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,21-343,2002,1.0,3,2.93,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alieu Fadera,gm GAM,FW,Como,it Serie A,23-016,2001,7.6,19,2.50,13,0,4,1,1,0,4,0.53,3,0,1,0,0,0,Matches
Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24-168,2000,8.7,12,1.37,8,2,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Ali Jasim,iq IRQ,"FW,DF",Como,it Serie A,20-304,2004,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ali Dembélé,fr FRA,DF,Torino,it Serie A,20-319,2004,0.7,2,3.05,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ali Al Hamadi,iq IRQ,FW,Ipswich Town,eng Premier League,22-263,2002,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ali Abdi,tn TUN,"DF,MF",Nice,fr Ligue 1,30-335,1993,6.5,20,3.10,13,3,2,2,0,0,2,0.31,1,1,0,0,0,0,Matches
Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31-254,1993,7.3,17,2.34,12,4,0,1,0,0,2,0.28,1,0,0,1,0,0,Matches
Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32-319,1992,3.4,3,0.89,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25-199,1999,2.4,19,7.88,7,0,5,4,3,0,1,0.41,0,0,0,1,0,0,Matches
Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,25-102,1999,9.0,9,1.00,9,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Alexis Saelemaekers,be BEL,"FW,DF",Roma,it Serie A,25-145,1999,1.2,3,2.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25-145,1999,1.0,9,9.00,6,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25-331,1998,8.6,27,3.13,24,1,0,1,1,0,2,0.23,2,0,0,0,0,0,Matches
Alexis Claude-Maurice,fr FRA,"FW,MF",Augsburg,de Bundesliga,26-166,1998,3.3,11,3.31,8,0,1,0,2,0,1,0.30,1,0,0,0,0,0,Matches
Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33-175,1991,7.7,23,2.97,16,0,2,3,2,0,3,0.39,1,0,0,2,0,0,Matches
Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,28-350,1995,6.9,19,2.77,11,0,3,4,1,0,3,0.44,2,0,1,0,0,0,Matches
Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23-177,2001,7.4,16,2.15,13,1,2,0,0,0,3,0.40,2,1,0,0,0,0,Matches
Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,28-050,1996,10.0,3,0.30,2,1,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33-220,1991,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alexander Isak,se SWE,FW,Newcastle Utd,eng Premier League,25-059,1999,8.5,20,2.36,16,0,0,2,0,2,3,0.35,2,0,0,0,0,1,Matches
